Unnamed: 0,State Code,County Code,Site Num,Address,State,County,City,Date Local,NO2 Units,NO2 Mean,NO2 1st Max Value,NO2 1st Max Hour,NO2 AQI,O3 Units,O3 Mean,O3 1st Max Value,O3 1st Max Hour,O3 AQI,SO2 Units,SO2 Mean,SO2 1st Max Value,SO2 1st Max Hour,SO2 AQI,CO Units,CO Mean,CO 1st Max Value,CO 1st Max Hour,CO AQI,Year
44403,8,1,3001,3174 E. 78TH AVE.,Colorado,Adams,Welby,2007-07-16,Parts per billion,22.652174,43.0,7,41,Parts per million,0.029625,0.063,10,61,Parts per billion,2.0,11.0,8,16.0,Parts per million,0.383333,1.1,6,,2007
15612,6,23,1004,717 SOUTH AVENUE,California,Humboldt,Eureka,2015-04-21,Parts per billion,1.2375,2.8,9,2,Parts per million,0.034208,0.039,16,36,Parts per billion,-0.079167,0.0,5,0.0,Parts per million,0.4125,0.5,7,,2015
12092,6,19,8,"3425 N FIRST ST, FRESNO",California,Fresno,Fresno,2009-07-19,Parts per billion,8.956522,18.0,5,17,Parts per million,0.060458,0.083,9,119,Parts per billion,3.457143,4.3,11,,Parts per million,0.182609,0.3,5,,2009
69423,42,17,12,ROCKVIEW LANE,Pennsylvania,Bucks,Bristol,2005-04-27,Parts per billion,16.625,34.0,18,32,Parts per million,0.033,0.042,0,36,Parts per billion,2.541667,6.0,23,9.0,Parts per million,0.129167,0.3,18,,2005
16905,6,23,1004,717 SOUTH AVENUE,California,Humboldt,Eureka,2012-05-13,Parts per billion,1.661111,2.7,13,2,Parts per million,0.0341,0.039,10,33,Parts per billion,-0.46,-0.4,11,,Parts per million,0.4,0.4,0,5.0,2012
54369,17,163,10,13TH & TUDOR,Illinois,Saint Clair,East Saint Louis,2009-02-02,Parts per billion,24.916667,43.0,19,41,Parts per million,0.016125,0.031,9,26,Parts per billion,0.3125,1.0,2,,Parts per million,0.4875,1.2,20,,2009
58082,29,510,86,"MARGARETTA: 4520 Margaretta, St. Louis, MO 63115",Missouri,St. Louis City,St. Louis,2006-07-07,Parts per billion,19.916667,41.0,0,39,Parts per million,0.036583,0.06,10,51,Parts per billion,3.3375,8.3,11,,Parts per million,0.65,1.2,4,14.0,2006
41746,6,85,5,158B JACKSON ST,California,Santa Clara,San Jose,2013-04-11,Parts per billion,7.140909,13.6,20,12,Parts per million,0.031917,0.041,9,35,Parts per billion,0.016667,0.1,11,,Parts per million,0.213364,0.296,20,,2013
45924,9,1,9003,SHERWOOD ISLAND STATE PARK,Connecticut,Fairfield,Westport,2012-09-05,Parts per billion,3.0,20.0,20,19,Parts per million,0.020458,0.033,10,28,Parts per billion,0.157143,0.3,5,,Parts per million,0.197826,0.37,20,,2012
38942,6,83,2004,"128 S 'H' ST, LOMPOC",California,Santa Barbara,Lompoc,2013-05-05,Parts per billion,0.0,0.0,0,0,Parts per million,0.04705,0.051,0,47,Parts per billion,1.0,1.0,5,,Parts per million,0.2,0.2,0,,2013
75609,42,21,11,MILLER AUTO SHOP 1 MESSENGER ST,Pennsylvania,Cambria,Johnstown,2001-05-08,Parts per billion,17.75,32.0,22,30,Parts per million,0.01775,0.037,8,31,Parts per billion,3.3875,6.0,20,,Parts per million,0.541667,0.8,17,,2001
37652,6,111,3001,"545 CENTRAL AVENUE, OXNARD, CA  93030",California,Ventura,Not in a city,2000-07-21,Parts per billion,11.173913,17.0,6,16,Parts per million,0.027417,0.056,10,47,Parts per billion,0.608696,2.0,10,3.0,Parts per million,0.234783,0.3,5,,2000
11885,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2011-09-12,Parts per billion,7.026087,12.0,6,11,Parts per million,0.03375,0.049,11,42,Parts per billion,0.216667,0.3,14,,Parts per million,0.266667,0.3,8,3.0,2011
62138,17,31,4201,750 DUNDEE ROAD,Illinois,Cook,Northbrook,2012-04-11,Parts per billion,12.583333,26.0,4,25,Parts per million,0.019542,0.035,11,30,Parts per billion,1.1,3.1,11,,Parts per million,0.187917,0.26,21,,2012
21463,6,37,1002,"228 W. PALM AVE., BURBANK",California,Los Angeles,Burbank,2012-11-07,Parts per billion,29.754545,36.8,11,34,Parts per million,0.022875,0.041,10,35,Parts per billion,0.25,1.0,13,1.0,Parts per million,0.5125,0.7,0,8.0,2012
120342,48,201,416,7421 Park Place Blvd,Texas,Harris,Houston,2014-07-14,Parts per billion,5.195652,10.8,5,9,Parts per million,0.02175,0.039,10,36,Parts per billion,0.2375,1.6,14,,Parts per million,0.2,0.2,0,2.0,2014
48306,18,97,73,"NAVAL AVIONICS CENTER, 6125 E. 16TH ST.",Indiana,Marion,Indianapolis (Remainder),2001-05-24,Parts per billion,14.666667,32.0,21,30,Parts per million,0.023417,0.033,9,28,Parts per billion,3.785714,12.6,17,,Parts per million,0.3125,0.4,21,5.0,2001
10145,6,13,1002,5551 BETHEL ISLAND RD,California,Contra Costa,Bethel Island,2009-06-06,Parts per billion,3.173913,8.0,4,8,Parts per million,0.02625,0.034,9,29,Parts per billion,0.357143,1.0,11,,Parts per million,0.2,0.2,0,2.0,2009
54498,26,163,16,2451 MARQUETTE,Michigan,Wayne,Detroit,2003-06-12,Parts per billion,17.583333,21.0,12,20,Parts per million,0.010625,0.014,0,12,Parts per billion,2.666667,10.0,0,14.0,Parts per million,0.279167,0.4,7,,2003
67376,37,119,41,1130 EASTWAY DRIVE,North Carolina,Mecklenburg,Charlotte,2006-10-25,Parts per billion,19.083333,31.0,18,29,Parts per million,0.008208,0.024,10,20,Parts per billion,3.641667,12.9,13,17.0,Parts per million,0.429167,0.9,23,10.0,2006
2549,4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2014-06-06,Parts per billion,26.652174,54.0,0,51,Parts per million,0.043167,0.077,11,122,Parts per billion,1.4,2.0,23,,Parts per million,0.429167,0.6,0,7.0,2014
79510,37,119,41,1130 EASTWAY DRIVE,North Carolina,Mecklenburg,Charlotte,2007-07-04,Parts per billion,5.875,15.0,0,14,Parts per million,0.04375,0.057,10,48,Parts per billion,1.1125,2.3,8,,Parts per million,0.178583,0.281,0,,2007
82641,38,17,1004,4266 40TH AVE NORTH,North Dakota,Cass,Not in a city,2008-07-12,Parts per billion,0.375,2.0,5,2,Parts per million,0.024458,0.029,8,25,Parts per billion,0.0625,0.3,8,,Parts per million,0.110333,0.125,16,,2008
30583,6,65,8001,"5888 MISSION BLVD., RUBIDOUX",California,Riverside,Rubidoux,2014-01-06,Parts per billion,23.959091,38.1,21,36,Parts per million,0.013292,0.032,10,30,Parts per billion,0.214286,0.4,8,,Parts per million,0.5125,0.6,7,7.0,2014
70010,20,209,21,"1210 N. 10TH ST.,JFK RECREATION CENTER",Kansas,Wyandotte,Kansas City,2011-10-25,Parts per billion,7.625,14.5,19,13,Parts per million,0.029583,0.041,9,35,Parts per billion,2.5,6.1,20,,Parts per million,0.45,0.6,7,,2011
102613,51,59,1005,6507 COLUMBIA PIKE,Virginia,Fairfax,Annandale,2009-04-29,Parts per billion,7.590909,14.0,16,13,Parts per million,0.025292,0.034,0,29,Parts per billion,1.157143,2.3,5,,Parts per million,0.369565,0.4,6,,2009
111621,51,510,9,"517 N SAINT ASAPH ST, ALEXANDRIA HEALTH",Virginia,Alexandria City,Alexandria,2007-04-07,Parts per billion,11.833333,23.0,6,22,Parts per million,0.029667,0.036,11,31,Parts per billion,2.475,4.6,8,,Parts per million,0.179167,0.2,0,2.0,2007
35011,6,83,1025,LFC #1-LAS FLORES CANYON,California,Santa Barbara,Capitan,2015-12-11,Parts per billion,0.043478,1.0,18,1,Parts per million,0.038583,0.042,9,39,Parts per billion,0.043478,1.0,2,1.0,Parts per million,0.2,0.2,0,2.0,2015
122473,48,201,1035,9525 1/2 Clinton Dr,Texas,Harris,Houston,2013-06-19,Parts per billion,14.45,15.0,1,14,Parts per million,0.011292,0.02,10,19,Parts per billion,0.6625,3.6,11,,Parts per million,0.2,0.2,0,2.0,2013
51474,11,1,41,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,2012-09-09,Parts per billion,10.333333,14.0,23,13,Parts per million,0.033125,0.042,10,36,Parts per billion,2.0,2.0,2,,Parts per million,0.55,0.6,5,,2012
16667,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,2005-07-18,Parts per billion,21.173913,34.0,10,32,Parts per million,0.018667,0.031,11,26,Parts per billion,4.442857,10.6,11,,Parts per million,0.908333,1.1,13,13.0,2005
49927,20,107,2,COUNTY RD 1103 .7 MI SOUTH OF K-52,Kansas,Linn,Not in a city,2001-10-28,Parts per billion,3.5,7.0,1,7,Parts per million,0.041083,0.051,11,43,Parts per billion,0.541667,2.0,14,3.0,Parts per million,0.066667,0.2,11,,2001
17976,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2009-11-11,Parts per billion,48.217391,69.0,11,67,Parts per million,0.012667,0.016,11,14,Parts per billion,1.157143,2.3,14,,Parts per million,1.0,1.6,1,,2009
27702,6,71,306,"14306 PARK AVE., VICTORVILLE, CA",California,San Bernardino,Victorville,2009-10-29,Parts per billion,16.086957,40.0,21,38,Parts per million,0.026542,0.047,9,40,Parts per billion,1.043478,3.0,21,4.0,Parts per million,0.169565,0.7,21,,2009
34997,6,83,1025,LFC #1-LAS FLORES CANYON,California,Santa Barbara,Capitan,2007-10-21,Parts per billion,1.478261,5.0,10,5,Parts per million,0.04925,0.052,11,44,Parts per billion,0.347826,2.0,10,3.0,Parts per million,0.165217,0.2,0,,2007
29890,6,59,1003,"2850 MESA VERDE DR EAST, COSTA MESA",California,Orange,Costa Mesa,2014-07-23,Parts per billion,6.73125,12.4,5,11,Parts per million,0.024429,0.036,10,33,Parts per billion,0.27619,1.0,8,1.0,Parts per million,0.119048,0.2,5,,2014
85510,36,81,124,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,2011-02-09,Parts per billion,26.1625,40.9,23,38,Parts per million,0.013056,0.022,0,19,Parts per billion,6.9125,11.1,8,,Parts per million,0.27675,0.367,7,,2011
18687,6,37,1002,"228 W. PALM AVE., BURBANK",California,Los Angeles,Burbank,2008-05-23,Parts per billion,13.391304,23.0,8,22,Parts per million,0.030667,0.034,0,29,Parts per billion,0.0,0.0,2,,Parts per million,0.175,0.2,0,2.0,2008
24494,6,71,306,"14306 PARK AVE., VICTORVILLE, CA",California,San Bernardino,Victorville,2005-03-21,Parts per billion,12.565217,41.0,18,39,Parts per million,0.03275,0.049,9,42,Parts per billion,0.043478,1.0,15,1.0,Parts per million,0.182609,0.5,18,,2005
73565,23,3,1100,"8 NORTHERN ROAD, PRESQUE ISLE, ME 04769",Maine,Aroostook,Presque Isle,2013-08-04,Parts per billion,0.408333,1.1,21,1,Parts per million,0.011625,0.017,11,14,Parts per billion,0.4875,0.7,11,,Parts per million,0.125,0.2,0,2.0,2013
81392,42,3,8,"301 39th St, Pittsburgh, PA 15201 (Lawrenceville)",Pennsylvania,Allegheny,Pittsburgh,2010-07-22,Parts per billion,10.166667,17.8,5,16,Parts per million,0.044167,0.065,12,67,Parts per billion,2.543478,10.5,8,14.0,Parts per million,0.216667,0.3,8,3.0,2010
25180,6,73,1,"80 E. 'J' ST., CHULA VISTA",California,San Diego,Chula Vista,2003-04-06,Parts per billion,13.0,46.0,21,43,Parts per million,0.02625,0.037,10,31,Parts per billion,3.942857,4.0,8,,Parts per million,0.608696,1.1,21,,2003
121345,48,201,416,7421 Park Place Blvd,Texas,Harris,Houston,2013-09-09,Parts per billion,10.004167,26.7,6,25,Parts per million,0.02875,0.041,8,35,Parts per billion,0.857143,1.1,8,,Parts per million,0.270833,0.4,6,5.0,2013
75300,42,91,13,STATE ARMORY - 1046 BELVOIR RD,Pennsylvania,Montgomery,Norristown,2003-10-09,Parts per billion,28.347826,50.0,18,47,Parts per million,0.010292,0.031,9,26,Parts per billion,7.956522,16.0,10,23.0,Parts per million,0.726087,1.4,18,,2003
333,4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2013-02-27,Parts per billion,30.875,50.0,22,47,Parts per million,0.019333,0.048,10,44,Parts per billion,1.086957,4.0,6,6.0,Parts per million,0.295833,0.7,10,8.0,2013
126897,56,37,870,Tata Gaseous,Wyoming,Sweetwater,Not in a city,2012-01-31,Parts per billion,5.041667,10.0,5,9,Parts per million,0.028667,0.037,12,31,Parts per billion,0.3625,1.0,11,,Parts per million,0.491667,0.5,2,6.0,2012
26252,6,37,5005,7201 W. WESTCHESTER PARKWAY,California,Los Angeles,Los Angeles,2011-10-16,Parts per billion,4.330435,14.9,8,13,Parts per million,0.024667,0.037,10,31,Parts per billion,0.014286,0.1,11,,Parts per million,0.021739,0.2,8,,2011
98763,42,3,10,CARNEGIE SCIENCE CENTER - 1 ALLEGHENY RD,Pennsylvania,Allegheny,Pittsburgh,2012-08-16,Parts per billion,13.041667,25.0,0,24,Parts per million,0.034375,0.055,11,47,Parts per billion,0.4375,1.0,14,,Parts per million,0.3625,0.6,3,7.0,2012
39819,6,83,1025,LFC #1-LAS FLORES CANYON,California,Santa Barbara,Capitan,2014-11-19,Parts per billion,0.521739,2.0,15,2,Parts per million,0.042542,0.047,8,44,Parts per billion,0.0,0.0,0,0.0,Parts per million,0.179167,0.2,5,2.0,2014
73610,23,3,1100,"8 NORTHERN ROAD, PRESQUE ISLE, ME 04769",Maine,Aroostook,Presque Isle,2013-08-16,Parts per billion,1.083333,1.9,5,1,Parts per million,0.015792,0.022,8,19,Parts per billion,0.3875,0.9,0,0.0,Parts per million,0.13675,0.16,19,,2013
30791,6,67,2,"7823 BLACKFOOT WAY, NORTH HIGHLANDS",California,Sacramento,Not in a city,2010-07-12,Parts per billion,4.956522,6.0,0,6,Parts per million,0.028542,0.04,11,34,Parts per billion,0.0,0.0,2,,Parts per million,0.208333,0.3,0,3.0,2010
73628,37,119,41,1130 EASTWAY DRIVE,North Carolina,Mecklenburg,Charlotte,2010-06-08,Parts per billion,16.352941,31.0,0,29,Parts per million,0.038375,0.065,11,67,Parts per billion,0.634783,1.6,9,1.0,Parts per million,0.4125,0.6,2,7.0,2010
75777,42,95,25,WASHINGTON & CAMBRIA STS. FREEMANSBURG,Pennsylvania,Northampton,Freemansburg,2003-07-08,Parts per billion,10.625,26.0,1,25,Parts per million,0.043958,0.064,13,64,Parts per billion,4.9375,9.3,8,,Parts per million,0.133333,0.2,1,2.0,2003
88489,42,13,801,2ND AVE & 7TH ST,Pennsylvania,Blair,Altoona,2008-05-11,Parts per billion,6.125,16.0,3,15,Parts per million,0.03825,0.049,19,42,Parts per billion,0.4875,2.0,8,,Parts per million,0.0875,0.2,1,,2008
14974,6,13,1002,5551 BETHEL ISLAND RD,California,Contra Costa,Bethel Island,2014-03-24,Parts per billion,6.330435,11.8,5,10,Parts per million,0.034083,0.048,11,44,Parts per billion,1.042857,2.1,11,,Parts per million,0.3,0.4,8,,2014
52683,11,1,43,"2500 1ST STREET, N.W. WASHINGTON DC",District Of Columbia,District of Columbia,Washington,2012-12-11,Parts per billion,10.1,20.1,23,19,Parts per million,0.006875,0.012,2,10,Parts per billion,0.15,0.6,5,0.0,Parts per million,0.220833,0.3,0,3.0,2012
51328,9,5,5,MOHAWK MOUNTAIN ROAD (see coordinates),Connecticut,Litchfield,Cornwall,2014-05-02,Parts per billion,0.833333,2.0,14,2,Parts per million,0.045458,0.051,10,47,Parts per billion,0.1,0.3,17,,Parts per million,0.1,0.1,0,1.0,2014
28538,6,73,1,"80 E. 'J' ST., CHULA VISTA",California,San Diego,Chula Vista,2007-03-31,Parts per billion,22.0,40.0,0,38,Parts per million,0.032708,0.057,11,48,Parts per billion,2.414286,3.0,8,,Parts per million,0.6875,1.0,2,11.0,2007
77420,36,103,9,57 DIVISION STREET,New York,Suffolk,Holtsville,2007-09-14,Parts per billion,9.913043,25.0,6,24,Parts per million,0.02925,0.04,9,34,Parts per billion,2.695652,5.0,6,7.0,Parts per million,0.126087,0.4,6,,2007
40417,6,87,3, Center St,California,Santa Cruz,Davenport,2007-07-15,Parts per billion,3.478261,8.0,21,8,Parts per million,0.010333,0.016,15,14,Parts per billion,1.942857,2.0,2,,Parts per million,0.391304,0.8,11,,2007
40282,8,1,3001,3174 E. 78TH AVE.,Colorado,Adams,Welby,2003-03-10,Parts per billion,22.521739,50.0,0,47,Parts per million,0.026458,0.041,23,35,Parts per billion,1.228571,7.0,2,,Parts per million,0.345833,0.9,7,,2003
126948,48,453,14,3724 North Hills Dr,Texas,Travis,Austin,2013-09-29,Parts per billion,2.96,12.1,21,11,Parts per million,0.016125,0.025,10,23,Parts per billion,-0.0125,0.0,2,,Parts per million,0.059091,0.2,19,,2013
22829,6,67,2,"7823 BLACKFOOT WAY, NORTH HIGHLANDS",California,Sacramento,Not in a city,2006-12-22,Parts per billion,9.347826,28.0,21,26,Parts per million,0.014667,0.024,9,20,Parts per billion,0.086957,1.0,4,1.0,Parts per million,0.426087,1.3,21,,2006
18033,39,35,60,E. 14TH & ORANGE,Ohio,Cuyahoga,Cleveland,2016-02-01,Parts per billion,12.608696,33.0,20,31,Parts per million,0.013958,0.025,8,23,Parts per billion,1.528571,7.8,8,,Parts per million,0.466667,0.7,23,8.0,2016
40078,11,1,41,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,2000-03-20,Parts per billion,18.958333,29.0,7,27,Parts per million,0.019458,0.022,12,19,Parts per billion,3.304348,4.0,7,6.0,Parts per million,0.843478,1.2,7,,2000
12246,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2004-01-19,Parts per billion,40.043478,68.0,12,66,Parts per million,0.010625,0.028,10,24,Parts per billion,1.130435,2.0,5,3.0,Parts per million,1.286957,2.3,8,,2004
19259,6,59,1003,"2850 MESA VERDE DR EAST, COSTA MESA",California,Orange,Costa Mesa,2006-02-22,Parts per billion,30.956522,49.0,22,46,Parts per million,0.011375,0.032,9,27,Parts per billion,1.866667,2.3,17,,Parts per million,0.713043,1.7,7,,2006
23477,6,37,1002,"228 W. PALM AVE., BURBANK",California,Los Angeles,Burbank,2014-04-14,Parts per billion,20.491304,40.9,20,38,Parts per million,0.029833,0.06,10,67,Parts per billion,0.528571,1.0,8,,Parts per million,0.291667,0.4,9,5.0,2014
62798,17,163,10,13TH & TUDOR,Illinois,Saint Clair,East Saint Louis,2012-01-18,Parts per billion,22.041667,43.0,7,41,Parts per million,0.014667,0.02,9,17,Parts per billion,0.975,2.0,17,,Parts per million,0.404167,0.7,7,,2012
56559,12,95,2002,MORRIS BLVD.,Florida,Orange,Winter Park,2014-07-30,Parts per billion,4.75,14.0,6,13,Parts per million,0.039292,0.057,11,58,Parts per billion,0.0,0.0,0,0.0,Parts per million,0.534783,0.7,6,,2014
13364,6,19,8,"3425 N FIRST ST, FRESNO",California,Fresno,Fresno,2007-10-06,Parts per billion,18.956522,40.0,20,38,Parts per million,0.017917,0.038,10,32,Parts per billion,0.371429,2.6,23,,Parts per million,0.452174,1.4,21,,2007
32004,6,67,6,"DEL PASO-2701 AVALON DR, SACRAMENTO",California,Sacramento,Arden-Arcade,2011-01-29,Parts per billion,8.25,10.0,6,9,Parts per million,0.014,0.018,10,15,Parts per billion,0.0,0.0,2,,Parts per million,0.254167,0.3,2,,2011
43943,6,85,2009,22601 Voss Ave,California,Santa Clara,Cupertino,2013-10-15,Parts per billion,11.53913,29.3,6,27,Parts per million,0.026792,0.041,10,35,Parts per billion,0.642857,2.0,2,,Parts per million,0.583333,0.8,22,9.0,2013
80300,42,69,2006,GEORGE ST TROOP AND CITY OF SCRANTON,Pennsylvania,Lackawanna,Scranton,2002-07-27,Parts per billion,7.208333,14.0,19,13,Parts per million,0.0365,0.05,11,42,Parts per billion,2.1375,4.3,11,,Parts per million,0.004167,0.1,19,,2002
82703,35,1,23,4700A SAN MATEO NE,New Mexico,Bernalillo,Albuquerque,2011-12-25,Parts per billion,19.175,36.5,21,34,Parts per million,0.014,0.029,9,25,Parts per billion,0.7125,2.1,23,,Parts per million,0.316667,0.6,0,7.0,2011
37206,6,83,4003,"STS POWER PLANT, VANDENBERG AFB",California,Santa Barbara,Vandenberg Air Force Base,2015-07-03,Parts per billion,0.0,0.0,0,0,Parts per million,0.020792,0.023,10,21,Parts per billion,0.043478,1.0,2,1.0,Parts per million,0.16087,0.2,0,,2015
87853,42,133,8,HILL ST.,Pennsylvania,York,York,2002-09-08,Parts per billion,20.5,48.0,20,45,Parts per million,0.033208,0.073,10,93,Parts per billion,1.25,4.6,11,,Parts per million,0.125,0.2,0,2.0,2002
9094,5,119,7,PIKE AVE AT RIVER ROAD,Arkansas,Pulaski,North Little Rock,2011-12-12,Parts per billion,29.55,39.0,20,37,Parts per million,0.006125,0.014,10,12,Parts per billion,1.983333,3.0,12,4.0,Parts per million,0.4875,1.0,7,,2011
121497,49,47,5632,"Accessed from Dragon Road/145-S, Uintah Co, UT",Utah,Uintah,Not in a city,2012-03-23,Parts per billion,0.279167,0.8,4,0,Parts per million,0.044292,0.048,11,41,Parts per billion,-0.2,-0.2,2,,Parts per million,0.220833,0.3,12,3.0,2012
7603,6,13,1003,"UNIT 759 EL PORTAL SHOPPING CENTER, San Pablo",California,Contra Costa,San Pablo,2000-10-31,Parts per billion,13.434783,26.0,17,25,Parts per million,0.007208,0.019,9,16,Parts per billion,1.157143,1.6,8,,Parts per million,0.616667,0.9,23,10.0,2000
20526,6,65,8001,"5888 MISSION BLVD., RUBIDOUX",California,Riverside,Rubidoux,2005-04-18,Parts per billion,8.608696,14.0,7,13,Parts per million,0.046792,0.061,9,54,Parts per billion,3.742857,4.0,8,,Parts per million,0.252174,0.4,19,,2005
35170,6,83,2011,"380 N FAIRVIEW AVENUE, GOLETA",California,Santa Barbara,Goleta,2001-10-31,Parts per billion,12.869565,33.0,17,31,Parts per million,0.0105,0.026,9,22,Parts per billion,0.314286,1.3,5,,Parts per million,0.383333,0.5,20,6.0,2001
37344,6,87,3, Center St,California,Santa Cruz,Davenport,2003-12-31,Parts per billion,2.333333,6.0,10,6,Parts per million,0.018368,0.026,10,22,Parts per billion,1.0,1.0,0,1.0,Parts per million,0.375,0.5,19,,2003
39801,6,95,4,304 TUOLUMNE ST.,California,Solano,Vallejo,2006-09-20,Parts per billion,18.73913,34.0,19,32,Parts per million,0.014625,0.037,10,31,Parts per billion,0.883333,2.0,17,,Parts per million,0.652174,1.8,6,,2006
32071,6,83,2004,"128 S 'H' ST, LOMPOC",California,Santa Barbara,Lompoc,2003-01-23,Parts per billion,7.130435,19.0,20,18,Parts per million,0.014125,0.021,11,18,Parts per billion,1.7,2.0,8,,Parts per million,0.6125,1.0,9,11.0,2003
43997,8,1,3001,3174 E. 78TH AVE.,Colorado,Adams,Welby,2007-04-05,Parts per billion,11.043478,36.0,10,34,Parts per million,0.022208,0.032,12,27,Parts per billion,1.514286,9.6,11,,Parts per million,0.35,0.8,9,,2007
16528,6,19,11,"3727 N FIRST ST, FRESNO",California,Fresno,Fresno,2012-12-09,Parts per billion,11.708696,18.8,17,17,Parts per million,0.003875,0.008,8,7,Parts per billion,0.291304,0.6,21,0.0,Parts per million,0.520261,1.121,21,,2012
16132,6,19,11,"3727 N FIRST ST, FRESNO",California,Fresno,Fresno,2012-08-31,Parts per billion,6.791304,11.6,5,10,Parts per million,0.040458,0.06,11,51,Parts per billion,0.586957,1.1,19,1.0,Parts per million,0.125263,0.192,7,,2012
110976,48,113,69,1415 Hinton Street,Texas,Dallas,Dallas,2012-07-15,Parts per billion,8.231818,12.0,22,11,Parts per million,0.035417,0.05,10,42,Parts per billion,0.129167,0.6,8,0.0,Parts per million,0.171609,0.233,2,,2012
89889,36,81,124,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,2015-05-22,Parts per billion,12.995833,26.1,5,25,Parts per million,0.039042,0.048,10,44,Parts per billion,0.4125,1.1,8,,Parts per million,0.2,0.2,0,2.0,2015
43249,8,31,2,2105 BROADWAY,Colorado,Denver,Denver,2015-09-22,Parts per billion,26.93913,43.8,8,41,Parts per million,0.029833,0.042,10,39,Parts per billion,1.75,7.0,11,10.0,Parts per million,0.470833,0.6,10,7.0,2015
57265,25,25,42,HARRISON AVE,Massachusetts,Suffolk,Boston,2002-03-19,Parts per billion,29.625,43.0,5,41,Parts per million,0.014667,0.02,0,17,Parts per billion,1.0125,3.0,23,,Parts per million,0.425,0.6,12,7.0,2002
39945,6,85,2009,22601 Voss Ave,California,Santa Clara,Cupertino,2012-03-15,Parts per billion,2.113043,5.2,7,5,Parts per million,0.026458,0.029,23,25,Parts per billion,1.342857,1.4,8,,Parts per million,0.3,0.3,0,3.0,2012
16914,37,119,41,1130 EASTWAY DRIVE,North Carolina,Mecklenburg,Charlotte,2016-04-28,Parts per billion,4.691304,10.9,7,9,Parts per million,0.035542,0.045,11,42,Parts per billion,0.066667,0.2,2,0.0,Parts per million,0.200391,0.274,7,,2016
6916,6,13,10,1098 POMONA STREET,California,Contra Costa,Crockett,2002-05-21,Parts per billion,9.333333,12.0,14,11,Parts per million,0.032609,0.04,10,34,Parts per billion,0.913043,2.0,0,3.0,Parts per million,0.4,0.5,5,,2002
59825,29,189,5001,3400 PERSHALL ROAD,Missouri,Saint Louis,Ferguson,2000-08-07,Parts per billion,17.458333,29.0,10,27,Parts per million,0.027458,0.039,12,33,Parts per billion,3.55,18.3,14,,Parts per million,0.479167,0.5,0,6.0,2000
76734,24,33,30,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,2015-10-14,Parts per billion,7.391304,16.0,22,15,Parts per million,0.010458,0.023,9,21,Parts per billion,0.05,0.4,9,0.0,Parts per million,0.200083,0.361,8,,2015
42907,12,95,2002,MORRIS BLVD.,Florida,Orange,Winter Park,2003-02-26,Parts per billion,10.5,24.0,7,23,Parts per million,0.025792,0.043,10,36,Parts per billion,0.285714,3.0,12,4.0,Parts per million,0.529412,0.6,0,7.0,2003
70319,42,21,11,MILLER AUTO SHOP 1 MESSENGER ST,Pennsylvania,Cambria,Johnstown,2005-05-08,Parts per billion,11.125,26.0,21,25,Parts per million,0.039833,0.064,9,64,Parts per billion,0.075,0.3,8,,Parts per million,0.079167,0.3,0,,2005
91763,37,119,41,1130 EASTWAY DRIVE,North Carolina,Mecklenburg,Charlotte,2014-01-16,Parts per billion,9.136364,21.0,19,20,Parts per million,0.0225,0.029,10,27,Parts per billion,0.171429,0.6,14,,Parts per million,0.176167,0.278,19,,2014
83671,32,31,16,"301 A STATE STREET, RENO, NV 89502",Nevada,Washoe,Reno,2014-08-28,Parts per billion,9.279167,20.7,6,19,Parts per million,0.053125,0.067,9,90,Parts per billion,0.095833,0.3,20,0.0,Parts per million,0.207083,0.305,7,,2014
6939,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2006-08-15,Parts per billion,6.565217,11.0,20,10,Parts per million,0.029542,0.037,10,31,Parts per billion,0.363636,1.0,12,1.0,Parts per million,0.3,0.3,0,3.0,2006
70818,20,209,21,"1210 N. 10TH ST.,JFK RECREATION CENTER",Kansas,Wyandotte,Kansas City,2013-11-29,Parts per billion,21.883333,32.3,19,30,Parts per million,0.013167,0.021,23,19,Parts per billion,2.9,8.5,5,,Parts per million,0.340875,0.541,19,,2013
21290,6,65,8001,"5888 MISSION BLVD., RUBIDOUX",California,Riverside,Rubidoux,2006-07-23,Parts per billion,17.173913,35.0,3,33,Parts per million,0.045917,0.09,10,137,Parts per billion,1.086957,2.0,14,3.0,Parts per million,0.375,0.5,5,6.0,2006
