Unnamed: 0,State Code,County Code,Site Num,Address,State,County,City,Date Local,NO2 Units,NO2 Mean,NO2 1st Max Value,NO2 1st Max Hour,NO2 AQI,O3 Units,O3 Mean,O3 1st Max Value,O3 1st Max Hour,O3 AQI,SO2 Units,SO2 Mean,SO2 1st Max Value,SO2 1st Max Hour,SO2 AQI,CO Units,CO Mean,CO 1st Max Value,CO 1st Max Hour,CO AQI,Year
63307,17,163,10,13TH & TUDOR,Illinois,Saint Clair,East Saint Louis,2012-08-19,Parts per billion,11.083333,18.0,3,17,Parts per million,0.027875,0.058,10,49,Parts per billion,1.3125,4.0,14,,Parts per million,0.3125,0.4,1,5.0,2012
15909,6,13,1004,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,2010-09-09,Parts per billion,10.826087,19.0,6,18,Parts per million,0.019667,0.03,10,25,Parts per billion,2.257143,8.3,14,,Parts per million,0.375,0.4,6,5.0,2010
52694,12,95,2002,MORRIS BLVD.,Florida,Orange,Winter Park,2007-11-20,Parts per billion,13.318182,31.0,20,29,Parts per million,0.019625,0.042,9,36,Parts per billion,0.636364,1.0,1,1.0,Parts per million,0.429167,0.6,22,7.0,2007
1727,4,13,3003,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale,2009-03-14,Parts per billion,11.125,38.0,21,36,Parts per million,0.031583,0.053,10,45,Parts per billion,0.95,1.3,14,,Parts per million,0.2625,0.4,22,5.0,2009
1063,4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2002-10-14,Parts per billion,30.5,70.0,19,68,Parts per million,0.020292,0.043,9,36,Parts per billion,0.975,4.3,23,,Parts per million,0.7125,1.5,23,17.0,2002
78469,25,25,42,HARRISON AVE,Massachusetts,Suffolk,Boston,2013-10-01,Parts per billion,23.136364,34.0,22,32,Parts per million,0.018222,0.03,8,25,Parts per billion,0.986364,2.0,7,3.0,Parts per million,0.379167,0.6,0,7.0,2013
54590,11,1,41,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,2013-05-29,Parts per billion,5.619048,11.0,19,10,Parts per million,0.037667,0.052,9,44,Parts per billion,0.933333,1.4,20,,Parts per million,0.395455,0.4,0,,2013
120856,49,35,3006,"1675 SOUTH 600 EAST, SALT LAKE CITY",Utah,Salt Lake,Salt Lake City,2012-09-14,Parts per billion,24.041667,46.0,22,43,Parts per million,0.028792,0.059,11,50,Parts per billion,1.1375,2.3,17,,Parts per million,0.417917,0.9,7,,2012
86818,36,81,124,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,2013-02-11,Parts per billion,41.85,54.3,18,51,Parts per million,0.007667,0.015,23,14,Parts per billion,1.695833,3.9,22,4.0,Parts per million,0.583833,1.461,19,,2013
9830,6,13,1002,5551 BETHEL ISLAND RD,California,Contra Costa,Bethel Island,2009-03-20,Parts per billion,6.869565,11.0,5,10,Parts per million,0.021708,0.031,10,26,Parts per billion,1.545455,4.0,15,6.0,Parts per million,0.221739,0.3,0,,2009
57146,22,33,9,1061-A Leesville Ave,Louisiana,East Baton Rouge,Baton Rouge,2001-11-02,Parts per billion,15.125,27.0,22,25,Parts per million,0.020458,0.037,9,31,Parts per billion,0.173913,1.0,14,1.0,Parts per million,0.854167,1.1,22,13.0,2001
74230,23,5,29,"356 State Street, Portland,  Maine",Maine,Cumberland,Portland,2011-09-20,Parts per billion,9.458333,17.0,19,16,Parts per million,0.009708,0.019,9,16,Parts per billion,0.0,0.0,0,0.0,Parts per million,0.195833,0.5,20,,2011
45767,9,5,5,MOHAWK MOUNTAIN ROAD (see coordinates),Connecticut,Litchfield,Cornwall,2015-01-22,Parts per billion,4.170833,6.9,1,6,Parts per million,0.033292,0.037,18,34,Parts per billion,0.341667,0.9,15,0.0,Parts per million,0.2,0.2,0,2.0,2015
37258,6,83,4003,"STS POWER PLANT, VANDENBERG AFB",California,Santa Barbara,Vandenberg Air Force Base,2005-08-31,Parts per billion,1.304348,3.0,13,3,Parts per million,0.030292,0.037,12,31,Parts per billion,0.0,0.0,5,,Parts per million,0.0,0.0,0,,2005
69197,22,33,9,1061-A Leesville Ave,Louisiana,East Baton Rouge,Baton Rouge,2015-03-06,Parts per billion,6.5125,15.4,21,14,Parts per million,0.037583,0.043,9,40,Parts per billion,0.469565,2.1,21,3.0,Parts per million,0.166667,0.2,0,2.0,2015
25686,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2014-09-12,Parts per billion,29.504545,54.8,9,51,Parts per million,0.026958,0.055,10,51,Parts per billion,0.482609,1.2,4,1.0,Parts per million,0.645455,1.2,6,,2014
107848,42,133,8,HILL ST.,Pennsylvania,York,York,2015-08-01,Parts per billion,3.75,9.0,2,8,Parts per million,0.037917,0.055,10,51,Parts per billion,3.791667,18.0,2,26.0,Parts per million,0.0,0.0,0,,2015
41827,6,111,3001,"545 CENTRAL AVENUE, OXNARD, CA  93030",California,Ventura,Not in a city,2002-06-14,Parts per billion,7.391304,13.0,6,12,Parts per million,0.026208,0.046,9,39,Parts per billion,0.782609,2.0,6,3.0,Parts per million,0.233333,0.3,8,3.0,2002
53456,33,11,20,PEARL ST,New Hampshire,Hillsborough,Manchester,2004-08-02,Parts per billion,8.208333,26.0,21,25,Parts per million,0.031833,0.046,9,39,Parts per billion,1.583333,10.0,10,14.0,Parts per million,0.320833,0.4,0,5.0,2004
101222,42,133,8,HILL ST.,Pennsylvania,York,York,2008-10-04,Parts per billion,12.583333,19.0,23,18,Parts per million,0.012125,0.026,9,22,Parts per billion,3.333333,13.0,11,19.0,Parts per million,0.3875,0.5,0,6.0,2008
75378,36,81,124,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,2007-10-21,Parts per billion,25.291667,44.0,20,42,Parts per million,0.026417,0.038,11,32,Parts per billion,6.9625,10.6,8,,Parts per million,0.508333,0.7,19,,2007
22379,6,25,5,"1029 ETHEL ST, CALEXICO HIGH SCHOOL",California,Imperial,Calexico,2014-06-29,Parts per billion,7.452174,17.5,22,16,Parts per million,0.023958,0.037,8,34,Parts per billion,1.757143,2.7,11,,Parts per million,0.170833,0.2,0,2.0,2014
56117,11,1,43,"2500 1ST STREET, N.W. WASHINGTON DC",District Of Columbia,District of Columbia,Washington,2013-07-19,Parts per billion,7.579167,18.5,7,17,Parts per million,0.041792,0.064,9,80,Parts per billion,0.8375,1.3,2,,Parts per million,0.2875,0.4,11,5.0,2013
12374,22,33,9,1061-A Leesville Ave,Louisiana,East Baton Rouge,Baton Rouge,2016-01-17,Parts per billion,10.147619,21.6,0,20,Parts per million,0.027625,0.034,9,31,Parts per billion,3.145833,11.4,8,16.0,Parts per million,0.164286,0.21,22,,2016
7966,6,13,1002,5551 BETHEL ISLAND RD,California,Contra Costa,Bethel Island,2006-04-29,Parts per billion,4.0,6.0,5,6,Parts per million,0.024667,0.033,9,28,Parts per billion,1.181818,2.0,14,3.0,Parts per million,0.347826,0.4,13,,2006
64157,42,7,14,EIGHT STREET AND RIVER ALLEY,Pennsylvania,Beaver,Beaver Falls,2004-03-31,Parts per billion,18.5,27.0,7,25,Parts per million,0.006,0.006,22,5,Parts per billion,9.925,23.3,11,,Parts per million,0.404167,0.5,0,6.0,2004
11128,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2012-01-24,Parts per billion,11.568182,21.3,7,20,Parts per million,0.010208,0.018,9,15,Parts per billion,0.1,0.2,14,,Parts per million,0.372727,0.5,7,,2012
26584,6,71,306,"14306 PARK AVE., VICTORVILLE, CA",California,San Bernardino,Victorville,2002-08-29,Parts per billion,26.347826,62.0,5,60,Parts per million,0.045167,0.061,16,54,Parts per billion,0.642857,1.6,8,,Parts per million,0.291304,0.9,5,,2002
58376,29,189,6,305 WEIDMAN ROAD (QUEENY),Missouri,Saint Louis,Not in a city,2000-10-14,Parts per billion,13.375,50.0,19,47,Parts per million,0.034542,0.054,6,46,Parts per billion,1.1875,2.3,2,,Parts per million,0.575,1.1,20,,2000
94612,38,17,1004,4266 40TH AVE NORTH,North Dakota,Cass,Not in a city,2015-10-22,Parts per billion,9.658333,22.3,8,21,Parts per million,0.019708,0.027,9,25,Parts per billion,0.204167,0.7,8,0.0,Parts per million,0.204583,0.462,8,,2015
100861,48,309,1037,4472 Mazanec Rd,Texas,McLennan,Waco,2009-05-09,Parts per billion,0.0,0.0,0,0,Parts per million,0.029167,0.042,11,36,Parts per billion,0.0,0.0,0,0.0,Parts per million,0.0,0.0,0,,2009
34698,6,67,6,"DEL PASO-2701 AVALON DR, SACRAMENTO",California,Sacramento,Arden-Arcade,2014-11-17,Parts per billion,10.833333,24.0,18,23,Parts per million,0.012167,0.026,9,24,Parts per billion,0.633333,1.0,20,1.0,Parts per million,0.569708,1.437,21,,2014
54851,17,31,4201,750 DUNDEE ROAD,Illinois,Cook,Northbrook,2007-06-29,Parts per billion,8.333333,21.0,21,20,Parts per million,0.017917,0.033,11,28,Parts per billion,0.0,0.0,2,,Parts per million,0.208333,0.37,22,,2007
10200,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2015-07-15,Parts per billion,3.917391,9.6,12,8,Parts per million,0.02975,0.049,10,45,Parts per billion,0.477273,2.6,12,3.0,Parts per million,0.095652,0.2,12,,2015
83762,34,13,3,360 Clinton Avenue,New Jersey,Essex,Newark,2013-12-28,Parts per billion,29.041667,38.0,0,36,Parts per million,0.01025,0.024,9,20,Parts per billion,2.2625,3.9,2,,Parts per million,0.49625,0.83,0,,2013
87698,42,11,11,1059 Arnold Road,Pennsylvania,Berks,Not in a city,2008-05-22,Parts per billion,6.291667,19.0,2,18,Parts per million,0.017333,0.023,9,19,Parts per billion,2.8125,4.0,2,,Parts per million,0.5,0.5,0,6.0,2008
83691,42,11,11,1059 Arnold Road,Pennsylvania,Berks,Not in a city,2009-08-05,Parts per billion,5.125,12.0,6,11,Parts per million,0.032083,0.054,10,46,Parts per billion,2.4,5.0,11,,Parts per million,0.0625,0.2,5,,2009
96039,42,101,4,1501 E. LYCOMING AVE.,Pennsylvania,Philadelphia,Philadelphia,2007-09-18,Parts per billion,18.727273,29.0,0,27,Parts per million,0.017875,0.026,10,22,Parts per billion,1.142857,6.0,8,9.0,Parts per million,0.191667,0.3,7,3.0,2007
49125,11,1,43,"2500 1ST STREET, N.W. WASHINGTON DC",District Of Columbia,District of Columbia,Washington,2015-03-03,Parts per billion,22.945833,37.4,7,35,Parts per million,0.020542,0.024,18,22,Parts per billion,2.495455,6.7,6,9.0,Parts per million,0.3,0.3,0,3.0,2015
11515,19,163,15,10TH ST. & VINE ST. DAVENPORT,Iowa,Scott,Davenport,2016-04-05,Parts per billion,6.622727,12.6,0,11,Parts per million,0.031458,0.037,13,34,Parts per billion,0.485714,1.1,20,,Parts per million,0.2,0.2,0,2.0,2016
59675,17,163,10,13TH & TUDOR,Illinois,Saint Clair,East Saint Louis,2015-02-14,Parts per billion,7.483333,27.1,2,25,Parts per million,0.028,0.037,11,34,Parts per billion,1.4,2.2,20,,Parts per million,0.258333,0.4,0,5.0,2015
92447,48,29,55,802 Pecan Valley Drive,Texas,Bexar,San Antonio,2009-04-11,Parts per billion,4.708333,6.0,0,6,Parts per million,0.039458,0.048,0,41,Parts per billion,0.086957,1.0,1,1.0,Parts per million,0.270833,0.3,0,,2009
79205,42,133,8,HILL ST.,Pennsylvania,York,York,2005-07-13,Parts per billion,6.625,12.0,6,11,Parts per million,0.044667,0.056,13,47,Parts per billion,2.025,3.6,8,,Parts per million,0.0,0.0,0,,2005
78052,32,31,16,"301 A STATE STREET, RENO, NV 89502",Nevada,Washoe,Reno,2012-12-15,Parts per billion,24.595833,38.7,23,36,Parts per million,0.013625,0.025,10,21,Parts per billion,0.245833,0.8,8,0.0,Parts per million,0.356667,0.749,23,,2012
88356,48,201,1035,9525 1/2 Clinton Dr,Texas,Harris,Houston,2001-03-07,Parts per billion,35.285714,79.0,9,78,Parts per million,0.033042,0.057,10,48,Parts per billion,16.85,43.6,23,,Parts per million,0.775,1.1,7,13.0,2001
55374,17,31,4002,1820 S. 51ST AVE.,Illinois,Cook,Cicero,2008-07-17,Parts per billion,19.875,43.0,0,41,Parts per million,0.042708,0.066,11,71,Parts per billion,5.05,7.6,2,,Parts per million,0.2625,0.4,4,5.0,2008
53798,12,95,2002,MORRIS BLVD.,Florida,Orange,Winter Park,2008-03-09,Parts per billion,3.375,8.0,6,8,Parts per million,0.043042,0.051,10,43,Parts per billion,0.0,0.0,2,,Parts per million,0.0,0.0,0,0.0,2008
108148,42,101,4,1501 E. LYCOMING AVE.,Pennsylvania,Philadelphia,Philadelphia,2013-03-02,Parts per billion,9.733333,13.6,20,12,Parts per million,0.025625,0.027,0,25,Parts per billion,1.695652,2.0,13,3.0,Parts per million,0.290909,0.3,0,,2013
19710,6,37,5001,"5234 W. 120TH ST., HAWTHORNE",California,Los Angeles,Hawthorne,2002-07-26,Parts per billion,4.5,6.0,23,6,Parts per million,0.0262,0.037,14,31,Parts per billion,0.25,1.0,16,1.0,Parts per million,0.3,0.3,16,,2002
79368,29,510,85,"BLAIR STREET: 3247 Blair Street, St. Louis, MO 63107",Missouri,St. Louis City,St. Louis,2013-11-18,Parts per billion,12.075,30.9,18,28,Parts per million,0.015042,0.026,9,22,Parts per billion,0.514286,0.9,2,,Parts per million,0.308125,0.888,22,,2013
106001,42,21,11,MILLER AUTO SHOP 1 MESSENGER ST,Pennsylvania,Cambria,Johnstown,2011-06-29,Parts per billion,9.25,36.0,2,34,Parts per million,0.037083,0.053,11,45,Parts per billion,6.975,21.6,5,,Parts per million,0.041667,0.1,0,1.0,2011
57025,29,189,4,"Sunset Hills: 4580 South Lindbergh & Gravios, Sunset Hills, MO 63126",Missouri,Saint Louis,Sunset Hills,2000-06-13,Parts per billion,7.625,16.0,5,15,Parts per million,0.035292,0.045,17,38,Parts per billion,1.15,2.6,2,,Parts per million,0.470833,0.5,0,6.0,2000
109421,48,201,416,7421 Park Place Blvd,Texas,Harris,Houston,2008-06-30,Parts per billion,13.208333,23.0,7,22,Parts per million,0.020458,0.037,11,31,Parts per billion,1.541667,4.0,7,6.0,Parts per million,0.2375,0.6,6,,2008
102415,42,1,1,NARSTO SITE - ARENDTSVILLE,Pennsylvania,Adams,Not in a city,2015-04-17,Parts per billion,1.875,4.0,20,4,Parts per million,0.037958,0.044,11,41,Parts per billion,0.458333,3.0,20,4.0,Parts per million,0.2875,0.3,3,3.0,2015
25973,6,37,4006,"2425 Webster St., Long Beach, CA",California,Los Angeles,Long Beach,2010-11-16,Parts per billion,22.442857,39.4,20,37,Parts per million,0.022,0.034,9,29,Parts per billion,0.747619,3.5,14,4.0,Parts per million,0.194444,0.3,0,3.0,2010
133037,53,33,80,4103 BEACON HILL S,Washington,King,Seattle,2013-08-11,Parts per billion,5.686364,24.6,19,23,Parts per million,0.019417,0.029,10,27,Parts per billion,0.614286,0.9,23,,Parts per million,0.1125,0.2,0,2.0,2013
49720,20,107,2,COUNTY RD 1103 .7 MI SOUTH OF K-52,Kansas,Linn,Not in a city,2001-09-06,Parts per billion,2.416667,4.0,3,4,Parts per million,0.034458,0.041,17,35,Parts per billion,0.0,0.0,0,0.0,Parts per million,0.120833,0.5,0,6.0,2001
35484,6,83,2004,"128 S 'H' ST, LOMPOC",California,Santa Barbara,Lompoc,2007-02-17,Parts per billion,10.190476,20.0,6,19,Parts per million,0.031667,0.045,10,38,Parts per billion,0.15,0.6,14,,Parts per million,0.344444,0.4,0,5.0,2007
85895,48,141,37,250 Rim Rd,Texas,El Paso,El Paso,2006-03-04,Parts per billion,10.833333,24.0,9,23,Parts per million,0.024792,0.036,10,31,Parts per billion,0.434783,2.0,9,3.0,Parts per million,0.291667,0.7,9,,2006
93206,48,29,55,802 Pecan Valley Drive,Texas,Bexar,San Antonio,2009-10-17,Parts per billion,13.75,31.0,21,29,Parts per million,0.018333,0.041,10,35,Parts per billion,0.142857,1.0,23,,Parts per million,0.166667,0.7,23,8.0,2009
119577,48,141,44,800 S San Marcial Street,Texas,El Paso,El Paso,2013-06-14,Parts per billion,12.470833,23.8,6,22,Parts per million,0.042625,0.063,10,77,Parts per billion,0.0625,0.2,8,,Parts per million,0.191667,0.2,0,2.0,2013
33513,6,71,306,"14306 PARK AVE., VICTORVILLE, CA",California,San Bernardino,Victorville,2013-06-02,Parts per billion,9.309091,31.3,3,29,Parts per million,0.059458,0.068,8,93,Parts per billion,1.159091,1.4,0,1.0,Parts per million,0.183333,0.3,2,3.0,2013
29414,6,71,306,"14306 PARK AVE., VICTORVILLE, CA",California,San Bernardino,Victorville,2008-04-30,Parts per billion,3.434783,8.0,19,8,Parts per million,0.063375,0.07,15,84,Parts per billion,0.785714,1.0,2,,Parts per million,0.004348,0.1,6,,2008
72850,37,119,41,1130 EASTWAY DRIVE,North Carolina,Mecklenburg,Charlotte,2010-03-02,Parts per billion,9.416667,17.0,13,16,Parts per million,0.025708,0.029,18,25,Parts per billion,1.225,2.5,11,,Parts per million,0.216667,0.3,0,3.0,2010
67829,25,25,42,HARRISON AVE,Massachusetts,Suffolk,Boston,2007-03-31,Parts per billion,15.291667,39.0,18,37,Parts per million,0.027167,0.035,9,30,Parts per billion,3.043478,6.0,18,9.0,Parts per million,0.372727,0.5,18,,2007
70810,42,13,801,2ND AVE & 7TH ST,Pennsylvania,Blair,Altoona,2006-09-11,Parts per billion,7.291667,9.0,7,8,Parts per million,0.013875,0.016,19,14,Parts per billion,3.333333,4.0,0,6.0,Parts per million,0.1,0.1,0,1.0,2006
19412,6,67,2,"7823 BLACKFOOT WAY, NORTH HIGHLANDS",California,Sacramento,Not in a city,2000-06-09,Parts per billion,8.304348,14.0,21,13,Parts per million,0.026542,0.041,10,35,Parts per billion,0.742857,1.3,2,,Parts per million,0.173913,0.4,10,,2000
56175,11,1,43,"2500 1ST STREET, N.W. WASHINGTON DC",District Of Columbia,District of Columbia,Washington,2013-08-03,Parts per billion,3.945833,10.6,8,9,Parts per million,0.025708,0.038,10,35,Parts per billion,0.491667,1.2,11,1.0,Parts per million,0.2625,0.4,8,5.0,2013
117559,56,41,101,Murphy Ridge LOCATED NEAR WYOMING UTAH BORDER,Wyoming,Uinta,Not in a city,2008-07-26,Parts per billion,1.826087,5.0,0,5,Parts per million,0.049375,0.058,10,49,Parts per billion,0.342857,0.5,14,,Parts per million,0.052174,0.3,4,,2008
80762,37,119,41,1130 EASTWAY DRIVE,North Carolina,Mecklenburg,Charlotte,2007-12-08,Parts per billion,19.791667,43.0,19,41,Parts per million,0.016,0.036,10,31,Parts per billion,3.083333,9.3,9,13.0,Parts per million,0.42875,0.804,19,,2007
4871,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2005-05-20,Parts per billion,18.291667,33.0,21,31,Parts per million,0.043708,0.074,10,97,Parts per billion,0.791667,1.0,0,1.0,Parts per million,0.320833,0.4,0,5.0,2005
17022,6,59,1003,"2850 MESA VERDE DR EAST, COSTA MESA",California,Orange,Costa Mesa,2000-07-08,Parts per billion,3.434783,7.0,21,7,Parts per million,0.03325,0.036,12,31,Parts per billion,0.521739,1.0,0,1.0,Parts per million,0.26087,0.5,7,,2000
8602,5,119,7,PIKE AVE AT RIVER ROAD,Arkansas,Pulaski,North Little Rock,2014-06-19,Parts per billion,4.7625,10.0,4,9,Parts per million,0.015,0.026,9,24,Parts per billion,0.725,1.0,5,,Parts per million,0.205042,0.276,23,,2014
73958,42,73,15,CROTON ST & JEFFERSON ST.,Pennsylvania,Lawrence,New Castle,2005-07-14,Parts per billion,10.333333,19.0,7,18,Parts per million,0.033833,0.053,11,45,Parts per billion,7.541667,16.0,9,23.0,Parts per million,0.466667,0.5,20,6.0,2005
30841,6,67,2,"7823 BLACKFOOT WAY, NORTH HIGHLANDS",California,Sacramento,Not in a city,2010-07-25,Parts per billion,3.086957,5.0,0,5,Parts per million,0.036333,0.052,10,44,Parts per billion,1.0,1.0,0,1.0,Parts per million,0.275,0.3,0,3.0,2010
25756,6,73,2007,"1100 PASEO INTERNATIONAL, OTAY MESA, CA",California,San Diego,San Diego,2004-06-01,Parts per billion,20.045455,40.0,8,38,Parts per million,0.029,0.048,8,41,Parts per billion,1.909091,4.0,4,6.0,Parts per million,1.254167,1.5,10,17.0,2004
34199,6,83,4003,"STS POWER PLANT, VANDENBERG AFB",California,Santa Barbara,Vandenberg Air Force Base,2004-11-20,Parts per billion,2.809524,4.0,7,4,Parts per million,0.034273,0.045,11,38,Parts per billion,0.7,1.6,8,,Parts per million,0.07619,0.2,16,,2004
72445,42,21,11,MILLER AUTO SHOP 1 MESSENGER ST,Pennsylvania,Cambria,Johnstown,2006-09-05,Parts per billion,12.916667,19.0,18,18,Parts per million,0.008917,0.022,10,19,Parts per billion,7.2125,13.0,23,,Parts per million,0.416667,0.7,19,,2006
18369,6,65,8001,"5888 MISSION BLVD., RUBIDOUX",California,Riverside,Rubidoux,2004-08-16,Parts per billion,11.0,24.0,9,23,Parts per million,0.034833,0.067,10,74,Parts per billion,3.695652,6.0,5,9.0,Parts per million,0.469565,0.8,5,,2004
69185,40,21,9002,"P.O. BOX 948   TAHLEQUAH, OK  74464",Oklahoma,Cherokee,Park Hill,2001-08-20,Parts per billion,7.041667,18.0,21,17,Parts per million,0.0455,0.066,11,71,Parts per billion,0.0,0.0,0,0.0,Parts per million,0.016667,0.2,7,,2001
52221,22,33,9,1061-A Leesville Ave,Louisiana,East Baton Rouge,Baton Rouge,2006-07-09,Parts per billion,11.047619,24.0,20,23,Parts per million,0.018208,0.038,9,32,Parts per billion,2.8,3.6,5,,Parts per million,0.4875,0.8,20,,2006
60229,19,163,15,10TH ST. & VINE ST. DAVENPORT,Iowa,Scott,Davenport,2007-08-30,Parts per billion,5.554167,13.1,22,12,Parts per million,0.014625,0.029,10,25,Parts per billion,0.118182,0.8,12,0.0,Parts per million,0.195792,0.421,22,,2007
126091,48,453,14,3724 North Hills Dr,Texas,Travis,Austin,2013-01-29,Parts per billion,2.329167,6.0,7,6,Parts per million,0.028792,0.038,18,35,Parts per billion,1.266667,1.8,14,1.0,Parts per million,0.1,0.1,0,1.0,2013
9118,5,119,7,PIKE AVE AT RIVER ROAD,Arkansas,Pulaski,North Little Rock,2014-07-22,Parts per billion,10.2875,21.3,23,20,Parts per million,0.034625,0.07,10,100,Parts per billion,1.020833,2.8,10,3.0,Parts per million,0.358375,0.481,23,,2014
59600,37,119,41,1130 EASTWAY DRIVE,North Carolina,Mecklenburg,Charlotte,2004-04-24,Parts per billion,10.916667,30.0,5,28,Parts per million,0.04275,0.06,10,51,Parts per billion,1.208333,6.0,3,9.0,Parts per million,0.504167,0.8,19,,2004
16740,6,37,1002,"228 W. PALM AVE., BURBANK",California,Los Angeles,Burbank,2009-12-28,Parts per billion,38.217391,51.0,8,48,Parts per million,0.007375,0.018,9,15,Parts per billion,1.8,3.0,8,,Parts per million,1.043478,1.9,8,,2009
44218,6,85,2009,22601 Voss Ave,California,Santa Clara,Cupertino,2013-12-23,Parts per billion,19.4,33.3,17,31,Parts per million,0.010667,0.014,9,12,Parts per billion,0.642857,1.0,14,,Parts per million,0.491304,0.8,23,,2013
28232,6,59,1003,"2850 MESA VERDE DR EAST, COSTA MESA",California,Orange,Costa Mesa,2010-07-11,Parts per billion,1.754545,3.2,19,3,Parts per million,0.039792,0.043,12,36,Parts per billion,0.668182,1.0,6,1.0,Parts per million,0.013636,0.1,16,,2010
46553,8,1,3001,3174 E. 78TH AVE.,Colorado,Adams,Welby,2013-08-12,Parts per billion,10.75,30.0,5,28,Parts per million,0.041375,0.066,9,87,Parts per billion,0.0,0.0,1,0.0,Parts per million,0.333333,0.4,6,5.0,2013
42806,6,85,5,158B JACKSON ST,California,Santa Clara,San Jose,2011-03-25,Parts per billion,12.717391,29.6,6,27,Parts per million,0.030542,0.037,10,31,Parts per billion,0.114286,0.5,8,,Parts per million,0.276565,0.402,6,,2011
67688,20,209,21,"1210 N. 10TH ST.,JFK RECREATION CENTER",Kansas,Wyandotte,Kansas City,2012-10-14,Parts per billion,8.8875,29.0,19,27,Parts per million,0.024542,0.038,10,32,Parts per billion,2.8625,4.3,14,,Parts per million,0.6,0.9,22,,2012
107500,48,309,1037,4472 Mazanec Rd,Texas,McLennan,Waco,2007-09-06,Parts per billion,2.0,4.0,21,4,Parts per million,0.017625,0.028,12,24,Parts per billion,0.0,0.0,2,,Parts per million,0.3,0.3,0,,2007
67298,36,103,9,57 DIVISION STREET,New York,Suffolk,Holtsville,2001-11-17,Parts per billion,14.916667,33.0,17,31,Parts per million,0.014208,0.029,8,25,Parts per billion,5.75,13.0,21,19.0,Parts per million,0.204167,1.1,23,13.0,2001
56478,11,1,43,"2500 1ST STREET, N.W. WASHINGTON DC",District Of Columbia,District of Columbia,Washington,2013-11-02,Parts per billion,11.754167,30.5,6,28,Parts per million,0.022042,0.035,10,32,Parts per billion,0.75,1.5,8,,Parts per million,0.000125,0.001,6,,2013
73840,36,5,133,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2008-05-25,Parts per billion,15.916667,39.0,21,37,Parts per million,0.028875,0.043,10,36,Parts per billion,2.1375,5.1,5,7.0,Parts per million,0.466667,0.5,0,6.0,2008
33302,6,71,306,"14306 PARK AVE., VICTORVILLE, CA",California,San Bernardino,Victorville,2011-01-04,Parts per billion,23.869565,39.0,2,37,Parts per million,0.012708,0.03,10,25,Parts per billion,2.869565,4.0,2,6.0,Parts per million,0.356522,1.0,7,,2011
18011,39,35,60,E. 14TH & ORANGE,Ohio,Cuyahoga,Cleveland,2016-01-30,Parts per billion,11.869565,35.0,21,33,Parts per million,0.018667,0.033,10,31,Parts per billion,4.0,26.0,23,37.0,Parts per million,0.341667,0.5,23,6.0,2016
41547,8,1,3001,3174 E. 78TH AVE.,Colorado,Adams,Welby,2005-10-07,Parts per billion,27.73913,50.0,10,47,Parts per million,0.006208,0.019,10,16,Parts per billion,1.642857,8.3,11,,Parts per million,0.716667,1.1,11,13.0,2005
3929,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2010-04-24,Parts per billion,10.25,39.0,22,37,Parts per million,0.032292,0.053,10,45,Parts per billion,0.075,0.6,11,,Parts per million,0.216667,0.4,23,5.0,2010
74399,36,81,124,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,2007-06-08,Parts per billion,29.0,55.0,8,52,Parts per million,0.030292,0.044,11,37,Parts per billion,3.4375,8.3,8,,Parts per million,0.433333,0.5,8,6.0,2007
53702,21,19,17,"FIVCO HEALTH DEPARTMENT, 2924 HOLT STREET",Kentucky,Boyd,Ashland,2002-06-15,Parts per billion,3.782609,7.0,20,7,Parts per million,0.041208,0.048,12,41,Parts per billion,2.7125,9.6,11,,Parts per million,0.0,0.0,0,,2002
94050,39,35,60,E. 14TH & ORANGE,Ohio,Cuyahoga,Cleveland,2011-09-26,Parts per billion,13.26087,23.0,13,22,Parts per million,0.017292,0.028,14,24,Parts per billion,6.826087,9.0,11,13.0,Parts per million,0.20419,0.314,16,,2011
38272,6,73,1018,10537 FLOYD SMITH DRIVE,California,San Diego,El Cajon,2014-10-26,Parts per billion,7.809524,17.0,22,16,Parts per million,0.027588,0.038,10,35,Parts per billion,0.016667,0.1,14,,Parts per million,0.248905,0.377,22,,2014
45795,8,31,2,2105 BROADWAY,Colorado,Denver,Denver,2007-07-20,Parts per billion,4.15,11.0,4,10,Parts per million,0.036,0.055,11,47,Parts per billion,1.565217,7.0,9,10.0,Parts per million,0.479167,0.8,7,,2007
